254|127|1g
254|20|0.3g
254|19|0.3g
255|1|55g
255|78|40g
255|127|8g
255|7|5.8g
255|178|5g
255|4|5g
255|83|5g
255|255|1.5g
255|144|0.5g
255|26|0.4g
256|1|51g
256|256|40g
256|175|5g
256|29|5g
256|34|5g
256|127|2g
256|4|1.5g
256|7|1g
256|19|1g
256|26|0.3g
256|222|0.1g
256|20|0.1g
257|1|110g
257|257|50g
257|3|40g
257|246|10g
257|214|5g
257|26|2g
257|247|2g
257|14|0.3g
258|10|50g
258|251|20g
258|258|15g
258|223|15g
258|196|5g
258|175|5g
258|29|5g
258|236|3g
258|4|2g
258|20|0.5g
258|190|0.5g
258|19|0.5g
259|1|50g
259|259|10g
259|183|10g
259|29|5g
259|34|5g
259|7|3g
259|127|2g
259|99|2g
259|19|1g
259|222|0.1g
259|86|0.1g
260|1|80g
260|3|50g
260|257|30g
260|246|10g
260|214|5g
260|29|5g
260|127|2g
260|247|2g
260|215|2g
260|26|0.5g
260|14|0.3g
261|1|70g
261|3|30g
261|223|20g
261|260|10g
261|29|10g
261|34|10g
261|127|3g
261|4|3g
261|190|2g
261|196|2g
261|175|2g
261|207|2g
261|8|2g
261|261|1g
261|14|0.5g
261|9|0.3g
262|1|80g
262|3|20g
262|175|10g
262|29|10g
262|224|7g
262|196|7g
262|207|7g
262|190|5g
262|127|5g
263|1|40g
263|13|20g
263|124|15g
263|29|10g
263|127|3g
264|1|40g
264|3|15g
264|262|10g
264|29|5g
264|75|5g
264|34|2g
264|7|1g
264|229|1g
264|175|1g
264|190|0.5g
264|26|0.3g
264|14|0.3g
264|127|0.2g
264|210|0.2g
265|1|80g
265|78|50g
265|247|15g
265|139|5g
265|263|5g
265|15|2g
265|26|1g
265|19|1g
265|14|0.5g
266|78|120g
266|1|90g
266|2|50g
266|143|15g
266|249|10g
266|215|10g
266|198|8g
266|29|7g
266|264|5g
266|34|5g
266|247|3g
266|150|2g
266|214|2g
266|99|1.5g
266|228|1g
266|7|1g
266|265|1g
266|26|1g
266|266|1g
266|14|0.5g
267|1|55g
267|3|20g
267|175|10g
267|29|10g
267|224|7g
267|196|7g
267|207|7g
267|190|5g
267|127|2g
268|1|70g
268|155|30g
268|29|10g
268|267|7g
268|175|7g
268|224|7g
268|196|7g
268|207|7g
268|193|7g
268|7|6g
268|160|6g
268|23|1g
269|1|80g
269|242|20g
269|34|2g
269|7|1g
269|95|1g
269|268|1g
269|247|1g
269|15|0.5g
269|19|0.5g
